task_id,task_description,task_category,assigned_employee,task_created_date,deadline_in_days,estimated_effort_hours,employee_current_workload_hours,employee_past_completion_rate
3582,monitor system using Python,DevOps,EMP_35,2024-10-19,5,13,111,0.71
3583,prioritize tasks using Python,Task Management,EMP_28,2024-04-24,2,28,41,0.52
3584,track deadlines using Python,Task Management,EMP_1,2024-11-25,18,6,25,0.54
3585,monitor system using Python,DevOps,EMP_7,2024-11-21,22,18,141,0.68
3586,setup CI/CD using Python,DevOps,EMP_47,2024-09-10,9,24,81,0.67
3587,train ML model using Python,Machine Learning,EMP_15,2024-02-01,11,33,128,0.58
3588,handle ticket using Python,Support,EMP_45,2024-01-25,12,16,77,0.78
3589,troubleshoot error using Python,Support,EMP_23,2024-09-27,14,38,119,0.93
3590,prepare report using Python,Reporting,EMP_14,2024-07-17,17,26,31,0.78
3591,clean data using Python,Data Engineering,EMP_48,2024-02-02,29,33,11,0.54
3592,train ML model using Python,Machine Learning,EMP_39,2024-03-23,15,17,127,0.65
3593,setup CI/CD using Python,DevOps,EMP_37,2024-10-16,29,36,70,0.57
3594,build prediction model using Python,Machine Learning,EMP_7,2024-03-01,14,13,60,0.59
3595,optimize query using Python,Data Engineering,EMP_22,2024-12-16,15,37,31,0.84
3596,manage workload using Python,Task Management,EMP_13,2024-05-05,12,21,132,0.58
3597,optimize query using Python,Data Engineering,EMP_20,2024-11-30,22,31,42,0.83
3598,create dashboard using Python,Reporting,EMP_5,2024-12-31,1,21,89,0.51
3599,build ETL pipeline using Python,Data Engineering,EMP_8,2024-07-08,29,37,42,0.87
3600,track deadlines using Python,Task Management,EMP_50,2024-05-15,3,39,151,0.79
3601,perform feature engineering using Python,Machine Learning,EMP_4,2024-03-30,14,8,110,0.53
3602,perform feature engineering using Python,Machine Learning,EMP_7,2024-01-28,27,29,26,0.84
3603,fix bug using Python,Support,EMP_2,2024-11-27,30,8,39,0.66
3604,analyze metrics using Python,Reporting,EMP_41,2024-08-08,6,5,71,0.9
3605,apply NLP using Python,Machine Learning,EMP_32,2024-05-17,14,15,70,0.55
3606,build prediction model using Python,Machine Learning,EMP_9,2024-11-27,1,16,28,0.69
3607,build ETL pipeline using Python,Data Engineering,EMP_1,2024-05-18,30,16,77,0.53
3608,resolve issue using Python,Support,EMP_8,2024-05-08,23,14,152,0.68
3609,generate report using Python,Reporting,EMP_24,2024-11-14,18,35,40,0.77
3610,analyze metrics using Python,Reporting,EMP_43,2024-06-15,26,38,71,0.77
3611,transform dataset using Python,Data Engineering,EMP_5,2024-02-06,8,30,109,0.86
3612,analyze metrics using Python,Reporting,EMP_47,2024-07-03,6,28,96,0.93
3613,analyze metrics using Python,Reporting,EMP_22,2024-01-07,19,18,65,0.51
3614,clean data using Python,Data Engineering,EMP_24,2024-03-29,13,33,148,0.72
3615,build KPI dashboard using Python,Reporting,EMP_35,2024-10-23,28,33,10,0.66
3616,build ETL pipeline using Python,Data Engineering,EMP_40,2024-06-27,3,40,49,0.68
3617,resolve issue using Python,Support,EMP_10,2024-03-10,2,4,152,0.76
3618,design warehouse using Python,Data Engineering,EMP_24,2024-07-01,8,28,111,0.66
3619,build prediction model using Python,Machine Learning,EMP_28,2024-12-29,9,15,127,0.58
3620,deploy application using Python,DevOps,EMP_19,2024-10-18,1,23,148,0.53
3621,train ML model using Python,Machine Learning,EMP_21,2024-06-15,15,1,118,0.55
3622,deploy application using Python,DevOps,EMP_33,2024-09-22,24,7,136,0.55
3623,manage cloud using Python,DevOps,EMP_6,2024-12-12,24,35,101,0.62
3624,troubleshoot error using Python,Support,EMP_3,2024-05-21,3,18,109,0.5
3625,train ML model using Python,Machine Learning,EMP_44,2024-04-27,29,34,92,0.61
3626,clean data using Python,Data Engineering,EMP_37,2024-01-14,29,38,132,0.9
3627,transform dataset using Python,Data Engineering,EMP_3,2024-02-26,6,3,144,0.82
3628,clean data using Python,Data Engineering,EMP_33,2024-11-18,25,20,40,0.66
3629,create dashboard using Python,Reporting,EMP_10,2024-02-02,17,35,151,0.74
3630,generate report using Python,Reporting,EMP_14,2024-07-16,22,12,139,0.62
3631,handle ticket using Python,Support,EMP_30,2024-03-18,23,27,45,0.86
3632,track deadlines using Python,Task Management,EMP_26,2024-12-16,22,35,93,0.89
3633,build prediction model using Python,Machine Learning,EMP_20,2024-10-08,15,24,129,0.54
3634,optimize model using Python,Machine Learning,EMP_17,2024-04-24,6,16,107,0.55
3635,resolve issue using Python,Support,EMP_29,2024-08-12,8,17,93,0.93
3636,handle ticket using Python,Support,EMP_33,2024-10-06,25,11,18,0.7
3637,manage workload using Python,Task Management,EMP_9,2024-03-13,27,18,62,0.67
3638,analyze metrics using Python,Reporting,EMP_48,2024-09-23,29,31,124,0.64
3639,clean data using Python,Data Engineering,EMP_40,2024-05-29,5,26,58,0.81
3640,clean data using Python,Data Engineering,EMP_14,2024-07-24,5,19,154,0.71
3641,monitor system using Python,DevOps,EMP_19,2024-08-17,12,17,39,0.95
3642,build ETL pipeline using Python,Data Engineering,EMP_15,2024-02-13,15,34,105,0.52
3643,handle ticket using Python,Support,EMP_31,2024-11-01,14,3,103,0.77
3644,setup CI/CD using Python,DevOps,EMP_8,2024-01-04,16,22,120,0.8
3645,deploy application using Python,DevOps,EMP_22,2024-11-09,8,35,72,0.78
3646,configure docker using Python,DevOps,EMP_5,2024-08-16,13,29,12,0.84
3647,track deadlines using Python,Task Management,EMP_23,2024-06-20,4,26,69,0.86
3648,manage workload using Python,Task Management,EMP_35,2024-08-04,10,25,77,0.86
3649,design warehouse using Python,Data Engineering,EMP_8,2024-07-25,20,33,48,0.69
3650,build prediction model using Python,Machine Learning,EMP_31,2024-02-10,6,40,66,0.66
3651,assist user using Python,Support,EMP_48,2024-09-08,24,8,18,0.8
3652,handle ticket using Python,Support,EMP_28,2024-01-12,11,16,24,0.77
3653,troubleshoot error using Python,Support,EMP_41,2024-08-03,14,9,45,0.82
3654,optimize query using Python,Data Engineering,EMP_8,2024-10-24,18,4,21,0.88
3655,assist user using Python,Support,EMP_30,2024-03-10,1,13,26,0.93
3656,prioritize tasks using Python,Task Management,EMP_34,2024-06-29,13,2,67,0.73
3657,perform feature engineering using Python,Machine Learning,EMP_8,2024-08-02,16,20,33,0.64
3658,build ETL pipeline using Python,Data Engineering,EMP_48,2024-09-12,25,20,83,0.86
3659,transform dataset using Python,Data Engineering,EMP_12,2024-01-06,29,28,11,0.77
3660,clean data using Python,Data Engineering,EMP_14,2024-11-09,1,3,75,0.8
3661,perform feature engineering using Python,Machine Learning,EMP_40,2024-12-27,8,17,142,0.94
3662,transform dataset using Python,Data Engineering,EMP_33,2024-08-02,28,1,36,0.87
3663,generate report using Python,Reporting,EMP_14,2024-09-23,26,24,150,0.59
3664,assign tasks using Python,Task Management,EMP_35,2024-10-06,29,18,74,0.89
3665,perform feature engineering using Python,Machine Learning,EMP_32,2024-03-20,15,7,138,0.82
3666,generate report using Python,Reporting,EMP_42,2024-06-27,7,20,90,0.73
3667,apply NLP using Python,Machine Learning,EMP_44,2024-02-08,18,26,105,0.91
3668,assign tasks using Python,Task Management,EMP_30,2024-12-29,5,36,59,0.51
3669,build ETL pipeline using Python,Data Engineering,EMP_39,2024-08-15,12,38,109,0.56
3670,handle ticket using Python,Support,EMP_8,2024-12-20,19,19,108,0.76
3671,clean data using Python,Data Engineering,EMP_23,2024-10-18,30,8,55,0.93
3672,handle ticket using Python,Support,EMP_43,2024-08-26,12,32,88,0.84
3673,build KPI dashboard using Python,Reporting,EMP_35,2024-03-02,14,6,62,0.74
3674,clean data using Python,Data Engineering,EMP_42,2024-12-29,17,11,13,0.72
3675,manage cloud using Python,DevOps,EMP_37,2024-06-18,6,35,104,0.78
3676,create dashboard using Python,Reporting,EMP_37,2024-07-27,12,27,41,0.82
3677,monitor system using Python,DevOps,EMP_5,2024-07-30,8,39,41,0.63
3678,monitor system using Python,DevOps,EMP_39,2024-02-24,10,14,95,0.65
3679,design warehouse using Python,Data Engineering,EMP_2,2024-07-08,15,28,46,0.77
3680,transform dataset using Python,Data Engineering,EMP_34,2024-06-02,20,32,136,0.78
3681,manage workload using Python,Task Management,EMP_13,2024-03-11,7,39,47,0.76
3682,build ETL pipeline using Python,Data Engineering,EMP_6,2024-02-01,30,40,15,0.55
3683,create dashboard using Python,Reporting,EMP_3,2024-07-12,3,4,96,0.66
3684,monitor system using Python,DevOps,EMP_21,2024-06-05,23,16,152,0.93
3685,manage cloud using Python,DevOps,EMP_24,2024-10-24,7,35,11,0.79
3686,setup CI/CD using Python,DevOps,EMP_34,2024-06-11,22,4,38,0.8
3687,create dashboard using Python,Reporting,EMP_47,2024-04-04,1,8,106,0.6
3688,fix bug using Python,Support,EMP_50,2024-09-24,7,3,97,0.62
3689,setup CI/CD using Python,DevOps,EMP_23,2024-09-17,10,37,21,0.83
3690,clean data using Python,Data Engineering,EMP_43,2024-02-14,22,14,47,0.72
3691,monitor progress using Python,Task Management,EMP_26,2024-04-26,11,25,94,0.72
3692,create dashboard using Python,Reporting,EMP_24,2024-09-16,8,32,137,0.58
3693,deploy application using Python,DevOps,EMP_22,2024-10-30,19,33,62,0.91
3694,prioritize tasks using Python,Task Management,EMP_25,2024-03-10,15,18,107,0.9
3695,build KPI dashboard using Python,Reporting,EMP_39,2024-03-24,27,6,53,0.83
3696,prioritize tasks using Python,Task Management,EMP_26,2024-08-03,16,6,44,0.72
3697,setup CI/CD using Python,DevOps,EMP_42,2024-09-02,6,12,49,0.76
3698,track deadlines using Python,Task Management,EMP_12,2024-07-13,28,35,38,0.62
3699,analyze metrics using Python,Reporting,EMP_18,2024-10-04,23,38,93,0.63
3700,setup CI/CD using Python,DevOps,EMP_47,2024-12-08,29,26,48,0.55
3701,apply NLP using Python,Machine Learning,EMP_12,2024-04-17,29,11,141,0.64
3702,build KPI dashboard using Python,Reporting,EMP_14,2024-06-04,9,10,128,0.57
3703,assist user using Python,Support,EMP_4,2024-11-26,8,22,44,0.56
3704,track deadlines using Python,Task Management,EMP_43,2024-08-02,25,28,98,0.62
3705,optimize query using Python,Data Engineering,EMP_50,2024-07-06,12,21,19,0.64
3706,prepare report using Python,Reporting,EMP_49,2024-08-14,27,4,31,0.64
3707,assign tasks using Python,Task Management,EMP_44,2024-06-09,29,1,121,0.73
3708,assist user using Python,Support,EMP_19,2024-04-21,5,7,28,0.52
3709,transform dataset using Python,Data Engineering,EMP_13,2024-08-04,20,21,13,0.81
3710,perform feature engineering using Python,Machine Learning,EMP_38,2024-12-04,6,24,38,0.91
3711,manage cloud using Python,DevOps,EMP_11,2024-06-15,18,26,116,0.9
3712,build prediction model using Python,Machine Learning,EMP_12,2024-08-18,21,25,138,0.55
3713,assist user using Python,Support,EMP_35,2024-03-07,18,40,129,0.66
3714,build KPI dashboard using Python,Reporting,EMP_31,2024-09-08,25,21,128,0.63
3715,optimize model using Python,Machine Learning,EMP_43,2024-01-08,10,34,148,0.8
3716,prioritize tasks using Python,Task Management,EMP_23,2024-08-10,3,14,107,0.89
3717,handle ticket using Python,Support,EMP_32,2024-01-21,19,27,22,0.54
3718,clean data using Python,Data Engineering,EMP_18,2024-02-25,24,12,39,0.71
3719,deploy application using Python,DevOps,EMP_43,2024-05-26,2,37,58,0.69
3720,perform feature engineering using Python,Machine Learning,EMP_10,2024-11-14,15,34,67,0.8
3721,monitor progress using Python,Task Management,EMP_4,2024-09-12,28,9,17,0.86
3722,manage workload using Python,Task Management,EMP_1,2024-09-29,17,40,15,0.57
3723,build KPI dashboard using Python,Reporting,EMP_31,2024-12-11,29,26,87,0.93
3724,deploy application using Python,DevOps,EMP_9,2024-04-17,23,11,79,0.65
3725,prioritize tasks using Python,Task Management,EMP_40,2024-11-10,2,6,124,0.66
3726,train ML model using Python,Machine Learning,EMP_4,2024-11-11,7,38,121,0.6
3727,assist user using Python,Support,EMP_9,2024-06-25,22,8,134,0.6
3728,build KPI dashboard using Python,Reporting,EMP_32,2024-12-31,6,16,70,0.56
3729,deploy application using Python,DevOps,EMP_23,2024-10-29,15,3,127,0.65
3730,monitor progress using Python,Task Management,EMP_27,2024-05-09,10,32,102,0.76
3731,resolve issue using Python,Support,EMP_48,2024-04-12,25,10,108,0.82
3732,troubleshoot error using Python,Support,EMP_26,2024-09-27,27,22,80,0.72
3733,configure docker using Python,DevOps,EMP_16,2024-06-15,29,12,56,0.53
3734,track deadlines using Python,Task Management,EMP_34,2024-11-26,1,25,158,0.6
3735,train ML model using Python,Machine Learning,EMP_11,2024-12-27,18,8,124,0.94
3736,analyze metrics using Python,Reporting,EMP_30,2024-01-17,18,10,77,0.73
3737,resolve issue using Python,Support,EMP_15,2024-03-11,23,37,18,0.86
3738,create dashboard using Python,Reporting,EMP_25,2024-05-25,10,23,140,0.94
3739,resolve issue using Python,Support,EMP_29,2024-05-11,9,11,113,0.63
3740,build ETL pipeline using Python,Data Engineering,EMP_13,2024-12-06,5,6,71,0.73
3741,configure docker using Python,DevOps,EMP_25,2024-11-13,13,15,77,0.72
3742,prioritize tasks using Python,Task Management,EMP_6,2024-10-10,10,30,28,0.52
3743,transform dataset using Python,Data Engineering,EMP_43,2024-09-13,19,5,78,0.67
3744,build KPI dashboard using Python,Reporting,EMP_50,2024-09-12,23,8,41,0.66
3745,setup CI/CD using Python,DevOps,EMP_25,2024-06-25,9,33,55,0.57
3746,build prediction model using Python,Machine Learning,EMP_20,2024-07-23,25,18,48,0.69
3747,optimize model using Python,Machine Learning,EMP_10,2024-09-19,9,16,52,0.68
3748,optimize model using Python,Machine Learning,EMP_1,2024-04-28,8,6,22,0.72
3749,track deadlines using Python,Task Management,EMP_19,2024-12-10,30,36,81,0.55
3750,track deadlines using Python,Task Management,EMP_10,2024-03-03,24,20,14,0.52
3751,monitor system using Python,DevOps,EMP_26,2024-09-13,20,35,108,0.67
3752,analyze metrics using Python,Reporting,EMP_48,2024-07-14,13,27,142,0.8
3753,resolve issue using Python,Support,EMP_36,2024-07-16,12,36,28,0.56
3754,optimize query using Python,Data Engineering,EMP_24,2024-11-07,28,39,51,0.78
3755,transform dataset using Python,Data Engineering,EMP_27,2024-02-22,18,6,30,0.83
3756,assist user using Python,Support,EMP_44,2024-09-01,26,2,103,0.87
3757,train ML model using Python,Machine Learning,EMP_25,2024-09-22,25,14,77,0.71
3758,handle ticket using Python,Support,EMP_36,2024-03-01,14,7,69,0.89
3759,fix bug using Python,Support,EMP_13,2024-04-15,2,13,111,0.89
3760,fix bug using Python,Support,EMP_37,2024-11-23,6,24,73,0.59
3761,manage cloud using Python,DevOps,EMP_8,2024-08-29,26,24,127,0.63
3762,prepare report using Python,Reporting,EMP_29,2024-02-19,8,25,29,0.58
3763,monitor system using Python,DevOps,EMP_47,2024-01-28,7,37,92,0.83
3764,create dashboard using Python,Reporting,EMP_27,2024-09-23,12,1,128,0.91
3765,design warehouse using Python,Data Engineering,EMP_1,2024-10-19,11,19,86,0.62
3766,monitor progress using Python,Task Management,EMP_38,2024-03-08,14,38,140,0.8
3767,create dashboard using Python,Reporting,EMP_23,2024-01-29,1,29,16,0.72
3768,troubleshoot error using Python,Support,EMP_2,2024-04-03,26,35,96,0.56
3769,track deadlines using Python,Task Management,EMP_15,2024-01-12,6,25,122,0.63
3770,resolve issue using Python,Support,EMP_29,2024-04-19,15,29,76,0.75
3771,monitor progress using Python,Task Management,EMP_50,2024-03-15,29,5,155,0.85
3772,train ML model using Python,Machine Learning,EMP_4,2024-04-13,30,19,114,0.78
3773,train ML model using Python,Machine Learning,EMP_49,2024-06-17,3,14,125,0.94
3774,optimize query using Python,Data Engineering,EMP_13,2024-09-15,28,35,158,0.73
3775,setup CI/CD using Python,DevOps,EMP_31,2024-11-28,6,8,134,0.74
3776,build prediction model using Python,Machine Learning,EMP_15,2024-04-09,19,33,112,0.78
3777,transform dataset using Python,Data Engineering,EMP_44,2024-07-02,25,5,51,0.61
3778,design warehouse using Python,Data Engineering,EMP_15,2024-04-12,21,6,122,0.64
3779,handle ticket using Python,Support,EMP_22,2024-01-07,6,17,50,0.94
3780,build KPI dashboard using Python,Reporting,EMP_4,2024-03-13,9,27,139,0.59
3781,create dashboard using Python,Reporting,EMP_37,2024-01-19,4,31,97,0.54
3782,optimize query using Python,Data Engineering,EMP_6,2024-06-30,1,11,142,0.92
3783,configure docker using Python,DevOps,EMP_4,2024-03-24,8,18,56,0.57
3784,clean data using Python,Data Engineering,EMP_11,2024-04-02,26,13,158,0.92
3785,optimize model using Python,Machine Learning,EMP_14,2024-03-13,12,18,102,0.9
3786,resolve issue using Python,Support,EMP_15,2024-08-26,24,18,16,0.77
3787,resolve issue using Python,Support,EMP_15,2024-08-30,30,13,83,0.63
3788,analyze metrics using Python,Reporting,EMP_48,2024-10-18,23,24,56,0.77
3789,design warehouse using Python,Data Engineering,EMP_18,2024-08-14,11,25,34,0.71
3790,fix bug using Python,Support,EMP_44,2024-09-16,23,5,53,0.55
3791,prioritize tasks using Python,Task Management,EMP_31,2024-04-13,27,39,77,0.75
3792,manage cloud using Python,DevOps,EMP_26,2024-05-21,15,35,105,0.61
3793,manage cloud using Python,DevOps,EMP_26,2024-08-29,6,9,32,0.55
3794,perform feature engineering using Python,Machine Learning,EMP_44,2024-05-13,27,31,152,0.58
3795,train ML model using Python,Machine Learning,EMP_18,2024-05-15,10,31,148,0.88
3796,track deadlines using Python,Task Management,EMP_33,2024-06-17,13,13,120,0.75
3797,configure docker using Python,DevOps,EMP_17,2024-12-17,29,35,48,0.91
3798,design warehouse using Python,Data Engineering,EMP_19,2024-12-29,18,32,136,0.51
3799,clean data using Python,Data Engineering,EMP_34,2024-05-24,15,3,87,0.91
3800,troubleshoot error using Python,Support,EMP_40,2024-10-10,16,1,28,0.74
3801,setup CI/CD using Python,DevOps,EMP_29,2024-12-26,14,23,37,0.9
3802,manage workload using Python,Task Management,EMP_44,2024-09-08,26,24,123,0.51
3803,train ML model using Python,Machine Learning,EMP_36,2024-05-19,9,31,93,0.5
3804,generate report using Python,Reporting,EMP_21,2024-04-22,30,14,106,0.9
3805,resolve issue using Python,Support,EMP_4,2024-07-11,5,33,64,0.73
3806,deploy application using Python,DevOps,EMP_25,2024-02-16,8,18,154,0.67
3807,troubleshoot error using Python,Support,EMP_12,2024-03-17,3,28,137,0.53
3808,manage cloud using Python,DevOps,EMP_33,2024-04-11,7,32,133,0.62
3809,manage workload using Python,Task Management,EMP_14,2024-12-28,16,11,109,0.92
3810,manage workload using Python,Task Management,EMP_31,2024-05-25,17,18,54,0.52
3811,optimize model using Python,Machine Learning,EMP_5,2024-04-24,8,29,20,0.72
3812,assign tasks using Python,Task Management,EMP_46,2024-07-27,1,11,135,0.8
3813,build KPI dashboard using Python,Reporting,EMP_27,2024-09-03,12,33,111,0.73
3814,optimize model using Python,Machine Learning,EMP_27,2024-04-15,4,27,116,0.82
3815,assist user using Python,Support,EMP_19,2024-10-26,4,30,83,0.53
